,product_name,energy-kcal_100g
11366,E-ON Блэк Пауэр (Black Power),46.0
11367,Напиток безалкогольный сильногазированный Fresh Bar «Цитрус Айс (Citrus Ice) 1.0»,20.0
11368,Лимонад фейхоа,20.0
11369,Напиток Fresh Bar Magic Skills,20.0
11370,Double Funny,41.0
11371,Энергетик tornado energy,20.0
11372,Jelly Bears,20.0
11373,Энергетический напиток торнадо ориджинал,55.0
11374,Magic Skills,20.0
11375,Jelly Bears 1.0,20.0
11376,Деревенские гренки с чесноком,395.0
11377,Паста клубника кокос,674.0
11378,Лимонад Лаванда,26.8
11379,Горький шоколад с кокосом &quot;Кокосмос&quot;,469.6
11380,Хлеб белый из пшеничной муки первого сорта,223.0
11381,Круассан с лососем,467.0
11382,"Орсэ бекон, горчица, перец",398.0
11383,Syrniki,188.6
11384,Шаверма На Тарелке,122.0
11385,Паста Альфредо с курицей и беконом,237.0
11386,Снеки японские «Оригинальные»,483.0
11387,Снеки японские «Паприка»,483.0
11388,Сыр мягкий Моцарелла для пиццы 45%,250.0
11389,Whey Protein,397.0
11390,Сэндвич Ветчина и омлет,282.6
11391,Цукаты из шишек,260.0
11392,Цукаты из сосновых шишек,637.0
11393,Pump Dash «Просто Пэрсик»,2.0
11394,Вафли с ванильно-сливочным вкусом,540.0
11395,Вафли с шоколадным вкусом,530.0
11396,Кампари Ликер десертный,237.3
11397,Besciamella,112.0
11398,FERRERO ROCHENER,603.0
11399,Raffaello - Wafer com recheio cremoso e amêndoa coberto com coco,627.0
11400,Сушки Итальянские Таралли,446.53
11401,Confettura extra di frutti di bosco,216.0
11402,Marmellata di arance,254.0
11403,Резанные томаты в томатном соке,25.0
11404,Caffe Bonetti,208.1
11405,Fregola Sarda,350.0
11406,Pennine,350.0
11407,Irish cream cakes choco,438.0
11408,Оливковое масло,900.0
11409,Aceto Balsamico di Modena IGP (Уксус бальзамический),184.0
11410,Pitted black olives,159.0
11411,Оливки с анчоусом,173.0
11412,Печенье безглютеновое курабье из рисовой муки с йогуртом,437.0
11413,Tortiglioni,354.0
11414,BIS Pistachio,342.0
11415,Фасоль Запеченая Белая А Томатном Соусе,88.0
11416,Пралине жёлт,135.0
11417,Картофельные чипсы ручного приготовления со вкусом сметаны и лука,520.0
11418,Cioccolato GIANDUIA,581.0
11419,Alce Nero Organic Multicereal Cakes,383.0
11420,Ragu Alla Bolognese,106.0
11421,Nutella,533.0
11422,Salse per formaggi,138.0
11423,Confettura Ciliegie,190.0
11424,Gauffres aux oeufs frais,471.0
11425,Томаты резаные кубиками Napoli,22.0
11426,Tarallucci mb 350g int. eu,467.0
11427,Челлентани,359.0
11428,PENNE RIGATE N73,359.0
11429,Спагеттини,359.0
11430,Tortiglion круглые макароны,359.0
11431,Макароны Integrale Цельнозерновые Готовые,161.3
11432,Barilla,350.0
11433,Конфитюр из апельсинов с пониженной калорийностью,56.0
11434,Молочный ломтик персик,403.0
11435,Нутела,539.0
11436,Напиток сокосодержащий грейпфрутовый,47.0
11437,Спагетти без глютена,361.0
11438,Mayonesa sabor casero,660.0
11439,Surtido snack (pastelitos),427.0
11440,Оливки,146.0
11441,Сыр Брынза,213.0
11442,Суп-пюре куриный с сухариками,310.0
11443,Оливки без косточки,172.0
11444,Оливки с перцем Халапеньо,170.0
11445,оливки с анчоусами,150.0
11446,Chocolate con leche,568.0
11447,Маслины Без Косточек,124.0
11448,Bífidus desnatado,40.0
11449,Dr Pepper,17.0
11450,Маслины без косточки,134.0
11451,Оливки с косточкой,157.0
11452,Jardineira de Peru,117.9
11453,HX Nutrition Real Whey Protein Powder - Strawberry,379.0
11454,Картофельные чипсы со вкусом белого трюфеля,500.0
11455,LA TREMENTA TEQUILA SILVER / ЛА ТРЕМЕНДА ТЕКИЛА СИЛЬВЕР,192.0
11456,Ёжики куриные,220.0
11457,Pear cider,40.0
11458,менененееееееееееееть,50000000.0
11459,Кислые червячки,340.0
11460,Černe,35.0
11461,Ostravská klobása,365.0
11462,Mochovská,31.0
11463,Organic Italian pasta Alphabet,350.0
11464,Rybí/Rybie stripsy,208.0
11465,Куриная Печень,300.0
11466,мягкий сливочный сыр а ла каймак,240.0
11467,Колбаса Филейная,160.0
11468,Nelino kids,535.0
11469,Natura myagkii slivochnyi syr,194.0
11470,Сливочный Сыр С Зеленью,182.0
11471,Набор &quot;Молочный шоколад&quot;,535.0
11472,Соль морская пищевая мелкая садочная,0.0
11473,Dubai Chocolate,550.0
11474,Chocolatey covered peanuts gems,500.0
11475,Turkish Delight With 20% Pistachio The Mix,420.0
11476,Lipton Ice Tea Original Sparkling,20.3
11477,Мороженное Max ледяная кола,80.0
11478,Ванильный пудинг,101.0
11479,Ванильный пудинг,101.0
11480,Детское печенье на козьем молочке,427.0
11481,Спред растительно-жировой Рама Оливио,350.0
11482,Спред растительно-жировой Рама Виталити,530.0
11483,Tatarská omáčka,276.0
11484,Tatarská omáčka 340 ml otevřená,274.0
11485,Суп сырный,353.0
11486,сады Придонья kids сок мультифрукт,46.0
11487,gochujang premium,250.0
11488,Королевские Дамплинги,208.0
11489,Мини Дамплинги,193.0
11490,Mandy mushroom dumplings,170.0
11491,Майонез пикантный,685.0
11492,Алоэ Вера Оригинал,35.0
11493,Алоэ Вера Оригинал,35.0
11494,Let’s be cappuccino,45.0
11495,Обогащённый витамином D безалкогольный негазированный напиток «DAILY C MANGO 400D»,45.0
11496,Банана Голубика вафельный рожок,189.0
11497,Энитайм,30.0
11498,Мелония двойная Дыня,167.0
11499,digital гранола,475.0
11500,Oriental style spicy noodle,427.27272727273
11501,Морская капуста,470.0
11502,Hot Chocolate Banana,425.0
11503,Cheese Tokpokki,258.0
11504,Напиток безалкогольный газированный виноград,13.31
11505,Напиток безалкогольный газированный вкус лимон,12.28
11506,Напиток безалкогольный газированный вкус персик,12.56
11507,Bibim sous,250.0
11508,РФ творог 200,195.0
11509,Fish Souce,66.7
11510,Mango Flavoured Drink with Nata de Coco,36.6
11511,Рафинированное 100% кокосовое масло,900.0
11512,Кокосовый крем для готовки,237.0
11513,Органическая переработанная мякоть кокосового ореха,102.0
11514,Тунец Натуральный,96.6
11515,Лапша БП Том Ям,452.0
11516,Тунец консервы,123.25
11517,Marshmallows with Mango Purè,350.0
11518,The Original Coffee Mix,1.0
11519,Mac chocolate,392.0
11520,MacCoffee Latte al caramello,445.45
11521,Экструдированный мармелад &quot;Чупа чупс&quot; &quot;Страйпс&quot; с фруктовым вкусом,370.0
11522,Рис басмати,325.0
11523,Нектар Арбуза с семенами базилика,20.0
11524,Замороженное филе тунца,123.0
11525,Instant Noodles Shrimp & Lime,420.0
11526,Протеиновый Коктейль,140.0
11527,Tom Yum Instant Noodle,438.0
11528,Напиток сокосодержащий «Гуава»,42.0
11529,Vietnamese Coffee 2-in-1,460.0
11530,Суп-Лапша Том Ям,437.0
11531,Cушеный анона,348.0
11532,Dried banana,245.0
11533,Coconut milk,160.0
11534,Pepsi,40.0
11535,Подушечки С Молочной Начинкой,427.5
11536,Корица-сахар приправа,388.0
11537,соус бальзамический котами на банете смотка,226.0
11538,Приправа для картофеля средиземноморская с томатами и розмарином,168.0
11539,Приправа для шашлыка,90.0
11540,Приправа для мясных блюд,260.0
11541,RED BULL Sugarfree,3.0
11542,Тамаки сливочный увпленок спайси унаги,204.0
