,product_name,energy-kcal_100g
6157,Лепёшка с сыром,269.0
6158,"Багет ржаной с чесноком, половинка",300.0
6159,Дрожжи хлебопекарные сухие активные,390.0
6160,Стейк из индейки (охл),135.0
6161,Ветчина из грудки индейки с паприкой,130.5
6162,Ветчина из шрудки индейки с паприкой,130.5
6163,Ветчина Из Грудки Индейки,130.0
6164,Филе голени индейки,130.0
6165,Хлеб цельнозерновой с отрубями,237.2
6166,Лукум Ванильный,320.3
6167,Рулет из курицы домашний,161.8
6168,Пикша филе спинка без кожи зам.,69.0
6169,Буженина из бедра индейки,150.0
6170,Буженина из бедра индейки,150.0
6171,Буженина из бедра индейки,150.0
6172,Рулет Из Куриной Грудки С Травами,115.0
6173,"Курица с аджикой, полутушка запечеая",185.2
6174,Буженина с перцем и чесноком,188.0
6175,Сыр мягкий &quot;Кавказский&quot; из цельного молока,261.7
6176,Sweet Corn,112.0
6177,Sweet Corn,73.0
6178,Огурцы маринованные,26.9
6179,Молодая кукуруза,70.0
6180,Горох,72.0
6181,Рис из цветной капусты с грибами и травами,29.0
6182,Кукуруза в зернах Баланс,53.0
6183,Milk chocolate Whole hazelnuts,555.0
6184,Choco nuts,570.0
6185,Tablette chocolat et amande,566.0
6186,Трюфели фантазия,602.0
6187,"LOOK TROPICAL ZERO / LIGHT , 2 l (litre) 2L, PET",6.0
6188,"Pâtes Spaghetti qualité supérieure, paquet cello de 500g",354.0
6189,Haricots blancs préparés - Boîte 250g,87.0
6190,French combi white,251.0
6191,Tartelettes au citron,427.0
6192,Mini muffins Pizza,302.0
6193,Riz a la mexicaine,153.0
6194,Entremets 3 chocolats,408.0
6195,Эскимо Фишка сгущёнка,285.0
6196,Паштет из индейки,293.0
6197,"Belgisk brun ale, 6,4%",59.0
6198,Palmiers,546.0
6199,KitKat chunky white,521.0
6200,Паштет Куриный,309.0
6201,Паштет Из Индейки,293.0
6202,Абрикосы половинками в легком сиропе,67.0
6203,Кукуруза,117.0
6204,Chocolat trilogia strawberry,552.0
6205,Valge šokolaad krõbedate sarapuupähklitega,541.0
6206,MARZIPAN DARK CHOCOLATE WITH MARZIPAN,516.129032258065
6207,Chocolat noir extra fin,603.0
6208,Dunkle Voll-Nuss,577.0
6209,Kruger Czekolada Shogetten-kids,550.0
6210,Haribo fantastic mix,345.0
6211,Корнишоны С Мёдом,12.0
6212,Marzipan balls,427.0
6213,Grand dessert double choc,125.0
6214,Кондитор,276.0
6215,Апельсиновый Марципан,496.0
6216,Форель слабосолёная,148.0
6217,Naturtrubes Hefeweissbier,42.0
6218,Kinderriegel,566.0
6219,Milchschnitte Einzelpackung,421.0
6220,Brüggen Four Berries Crunch Gourmet Muesli,197.0
6221,джуси,74.0
6222,Mars,454.0
6223,Sauce Caramel,405.0
6224,Furstkeg Alkoholfrei,28.0
6225,Конфеты с шоколадно-ванильной начинкой,434.0
6226,Мамба твист,397.0
6227,мамба фрумеладки кислые звёздочки,339.0
6228,Max Motion Лимон-грейпфрут,71.2
6229,Ingwer Gewürzkuchen,308.0
6230,Моцарт,484.0
6231,Печенье покрытое тёмным шоколадом с начинкой брауни крем без сахара,511.0
6232,Сухарики жигулевские,456.0
6233,Kabanos chicken pork,507.0
6234,Батон пшеничный,270.0
6235,"Roasty Bow Tie’s Stout, 5,7%",47.0
6236,angel cake,372.0
6237,лунза,103.0
6238,Roštiljska kobasica,351.0
6239,Debrecínská pečeně,120.0
6240,Kladenská pečeně,120.0
6241,Trio Dezert jahoda a malina,134.0
6242,Trio Dezert kiwi a pomeranč,127.0
6243,Streichgenuss auf Mandelbasis,228.0
6244,Salametti Minisalamis - Mediterran,505.0
6245,Salametti Minisalamis - Pikant,505.0
6246,kakao marzipan brot,447.0
6247,Gouda jung,348.0
6248,Caviar Creme,380.0
6249,Нерафинированный коричневый тростниковый сахар-песок,397.0
6250,Булочка для гамбургера,280.0
6251,Спирали (Fusilli),350.0
6252,Ritter Sport Knusperflakes,520.0
6253,Tic Tac - Berry mix,391.0
6254,Suluguni,349.0
6255,Весёлые грибочки В глазури со вкусом клубникиn,502.0
6256,bio burger,198.0
6257,100% Коллаген без вкуса,400.0
6258,Maxler Ultra Whey Salty Caramel Flavor,405.0
6259,Горячий Шоколад,420.0
6260,Egoiste Noir,92.4
6261,горячий шоколад эльза жб,443.0
6262,Peach Bellini,228.0
6263,Triple Chocolate cookies,496.0
6264,Овсяное печенье безглютеновое с миндалём,0.0
6265,Knusper Kartoffeltaschen,198.0
6266,Цыплёнок овощи,71.2
6267,Сушенная Говядина С Перцем,270.0
6268,Greniki хлебцы с кориандром и тмином,340.0
6269,Говядина,316.9
6270,Курица. Мясные чипсы.,342.7
6271,Курица spicy,393.9
6272,Чешские,347.0
6273,Syrniki,205.0
6274,Квас,35.0
6275,"Cool Cola 0,5 снять",45.0
6276,Cool cola zero,0.2
6277,Coolcola zero,0.2
6278,Cool cola vanilla смотка,45.0
6279,Квас &quot;Семейный секрет&quot;,40.0
6280,Квас &quot;Очаковский.Заварной&quot; фильтрованный пастеризованый,35.0
6281,Квас,20.0
6282,Квас Очаковский,20.0
6283,Квас &quot;Очаковский&quot; фильтрованный пастеризованный,20.0
6284,Халва с арахисом Дружба,540.0
6285,Шоколад тёмный с пищевыми волокна и ванильный без сахара,500.0
6286,Alenka,550.0
6287,эко ботаника Крекеры с картофелем и зеленью Eco-botanica,450.0
6288,Халва ротфронт,530.0
6289,Халва Дружба с арахисом,520.0
6290,Конфеты Красная шапочка,520.0
6291,Коврижка яблочная постная,264.8
6292,Напиток безалкогольный сильногазированный «Сенежская + лимон-мята»,2.0
6293,Арахис джин,640.0
6294,Коктейль Орехи и сухофрукты,480.0
6295,Орехи Фисташк Жареные Соленые,600.0
6296,Ядра семян подсолнечника сырые,660.0
6297,Драже в шоколадной глазури Ассорти,490.0
6298,КАКАО Золотой ярлык,350.0
6299,Сливочная помадка с цукатом,420.0
6300,Конфеты Кремово-вафельные,550.0
6301,Набор «Вдохновение» «Премиум коллекция» Ассорти,560.0
6302,Сок яблочный осветленный для питания детей раннего возраста,44.8
6303,Сок грушевый осветленный для питания детей раннего возраста,48.0
6304,ФН ПЮРЕ ЯБЛОКО,36.0
6305,"яблоко, абрикос и сливки",67.0
6306,ФН ПЮРЕ ЯБЛОКО БАНАН КЛУБНИКА,50.0
6307,детское Молоко с печеньем,73.6
6308,Злаково-фруктовый батончик Яблоко персик малина,374.0
6309,Frutonyanya Orange Mix,53.7
6310,Пюре яблочное Фруто Няня,36.0
6311,Пюре из яблок и персиков натуральное,54.0
6312,Мультизлаковая каша молочная С яблоком бананом и земляникой,393.0
6313,барни,119.0
6314,какао несквик,379.0
6315,Crab Meat In Own Juice,121.0
6316,сухой завтрак,370.0
6317,Готовый Завтрак С Маршмеллоу Classic,360.0
6318,Печенье кэроб на кокосовом масле,390.0
6319,Драже &quot;Хрустящие шарики в белой шоколадной глазури с малиной&quot;,520.0
6320,"шоколад  o,zera",550.0
6321,Dark chocolate 70%  Mint,400.0
6322,Chocolate Protein Bar,400.0
6323,Пастила Шармэль клюквенная,329.0
6324,Зефир &quot;апельсиновый&quot;,325.0
6325,Мармелад со вкусом чёрной смородины,325.0
6326,Хоритаки,195.0
6327,Cream Cheese Сливочный,260.0
6328,Домашний творог зерненый,100.0
6329,Сыр плавленый Дружба,240.0
6330,Янтарь плавленый сыр,208.0
6331,Сыр плавленый сливочный Карат,210.0
6332,Cream cheese light,212.0
6333,Творожный сыр прованские травы,214.0
6334,Green Iced Tea,19.0
6335,Липтон зелёный чай,19.0
6336,аква минерале с соком,19.0
6337,Mountain Dew,1.0
6338,Pepsi,27.0
6339,Cactus kiwi,18.0
6340,Имбирный Эль,39.0
6341,Vitaminpower + со вкусом манго,15.0
6342,"Кола 0,5",44.0
6343,Напиток безалкогольный сильногазированный &quot;Эвервесс 'Кола'(Cola)&quot;,44.0
6344,эвервес кола без сахара смотка 1 литр,0.4
6345,Adrenaline Rush со вкусом Гуанабана-Лацм,18.0
6346,Напиток безалкогольный тонизирующий газированный «Адреналин игровая энергия» («ADRENALINE GAME FUEL»),18.0
6347,Adrenaline Rush,54.0
6348,Fresh Taste Сок апельсиновый с мякотью,35.0
6349,J7 Fresh Яблоко,40.0
6350,Pepsi mango,0.5
6351,Blue energy,3.0
6352,Cola без сахара,0.4
6353,Супер Контик печенье-сэндвич шоколадный вкус,490.0
6354,Конфеты со вкусом молочного трюфеля,570.0
6355,Белиссимо Classico,420.0
6356,Десерт &quot;Bonjour Souffle&quot; вкус клубники со сливками,430.0
6357,Bonjour klassisk,450.0
6358,Торт бисквитный mummy's cake &quot;малина с фисташкой&quot;,370.0
6359,коровка,540.0
6360,Toffee de luxe классик конфеты,460.0
6361,"Овсяное Печенье Со Злаками, Абрикосом И Цукатами",440.0
6362,Соус майонезный «Сырный» для спагетти и гарниров,400.0
6363,Майонез 67% Провансаль,620.0
6364,Масло кокосовое рафинированное отбеленное дезодорированное,900.0
6365,Кетчуп томатный с легкой нотой специй,110.0
6366,Бургер-соус Astoria,330.0
6367,Сэндвич соус,310.0
6368,Майонез провансаль Сметанный,470.0
6369,Майонез провансаль Конопляный с конопляным маслом,480.0
6370,Соус барбекю,120.0
6371,Соус майонезный лёгкий,250.0
6372,anakom,63.0
6373,Вермишель быстрого приготовления с куриным бульоном,410.0
6374,«Нарцисс» набор конфет,450.0
6375,Хлеб Шотландский,310.0
6376,Штрудель со вкусом персика,380.0
6377,Шокобат,450.0
6378,Печенье солёная карамель,470.0
6379,Печенье &quot;карамель&quot; со вкусом Брауни в глазури,465.0
6380,Шоколад без сахара на изомальте,467.1
6381,Крекер «Конфи» Рыбки с луком,477.0
6382,Продукт творожный с хрустящими шариками в шоколаде,154.0
6383,Йогурт с вишней,101.0
6384,"Биопродукт с черносливом, курагой и инжиром",115.0
6385,Йогурт термостатный &quot;Данон&quot;,47.0
6386,Йогурт питьевой,62.0
6387,Биойогурт черника-злаки,63.0
6388,4600605026854,131.0
6389,Молоко отборное пастеризованное,71.0
6390,Творог Простоквашино 5% 320г,121.0
6391,Coconut,19.0
6392,"Творог, 5%",110.0
6393,Сырок Простоквашино ваниль,393.0
6394,smetana,247.0
6395,Сметана Простоквашино 20%,204.0
6396,Сметана 10%,117.0
6397,Творог 5%,117.0
6398,творог 9%,153.0
6399,Творог 2%,99.0
6400,Продукт ряженковый &quot;Топлёное лакомство&quot;,119.0
6401,Творожное зерно в сливках,91.0
6402,Творожное зерно в сливках,91.0
6403,Творожное зерно в сливках,119.0
6404,Творожное зерно в сливках с малиной,113.0
6405,Активиа Биойогурт груша черника,80.0
6406,Продукт Творожный Со Вкусом Пломбира,124.0
6407,Danone творожный апельсин и маракуйя,108.0
6408,Йогурт даниссимо с шариками клубника молочный шоколад 105г,123.0
6409,тема,91.0
6410,Сливки 20%,206.0
6411,Сливки 10%,118.0
6412,Творог мягкий Простоквашино 5% 170г,92.0
6413,Термостатный йогурт,69.0
6414,4600605032466,93.0
6415,Творожок Простоквашино клубника-земляника 130г,110.0
6416,Творожок Простоквашино персик-абрикос,110.0
6417,Творожок Ананас-Банан,111.0
6418,Творожок вишня-банан,110.0
6419,Творог мягкий 5%,101.0
6420,"Йогурт со вкусом абрикоса, 1.0%",72.0
6421,Десерт желейный мультифрукт,44.0
6422,Десерт  желейный вишня,44.0
6423,Aktibio jordbær,73.0
6424,Биойогурт АктиБио,51.0
6425,"Биойогурт с пробиотиками Питахайа, клубника, яблоко",78.0
6426,Биойогурт с пробиотиками - Клубника,101.0
6427,Биойогурт Актибио,103.0
6428,АктиБио с пробиотиками и злаками,98.0
6429,Биойогурт АктиБио,79.0
6430,"Coconut Milk, No Sugars",15.0
6431,банан планто,42.0
6432,Кокосовое молоко,31.0
6433,"Кисломолочный продукт, обогащённый лактобактериями L. casei и витаминами B6 и D3, с клубникой и цинком",71.6
6434,Actimuno черника-ежевика,71.6
6435,35893,63.045
6436,Простоквашино ГРЕЧЕСКИЙ ГУСТОЙ ЙОГУРТ,64.0
6437,Растительное Молоко Вкус Карамель,37.0
6438,Молоко фисташковый пломбир,38.0
6439,4600605034262,129.0
6440,Простоквашино (Термостатный йогурт с черникой),84.375
6441,Термостатный йогурт с персиком,85.0
6442,Продукт творожный &quot;творожок&quot; с голубикой и бананом,112.0
6443,Биойогурт,52.0
6444,"Кисломолочный продукт, обогащённый лактобактериями и витаминами B6 и D3, с персиком и малиной «Кибер персик», для питания детей дошкольного и школьного возраста",74.7
6445,Молочный Коктейль Малиновое Мороженое,70.0
6446,Творог мягкий 0.1%,55.0
6447,Творог мягкий 5%,92.0
6448,Десерт Данисимо миндальное,142.0
6449,Греческий Йогурт,64.0
6450,Сыр Охотничий с пажитком,312.0
6451,Филевская Лакомка,290.0
6452,Пломбир,290.0
6453,Хлеб фермерский подовый,220.0
6454,дарницкий хлеб каравай,210.0
6455,Батон (Солнышко),270.0
6456,хлеб &quot;Золотая рожь&quot;,260.0
6457,Фермерский хлеб,220.0
6458,Пшеничный батон,280.0
6459,Батон свежий румянец,270.0
6460,Хлебец Особый заварной,280.0
6461,Батон традиционный классический,270.0
6462,вафля газированная хуторок,526.0
6463,Десерт Фараделла,494.0
6464,Десерт глазированный со Вкусом Банана,408.0
6465,Фермерский Сырок Шоколад,380.0
6466,Ижеаское эскимо,270.0
6467,Сырок Черника,302.0
6468,Сырок Сгущёнка,302.0
6469,4600653107574,60.0
6470,Молоко топленое,68.0
6471,Мороженое Пломбир С Ароматом Ванили,256.0
6472,Пудинг ванильный,121.0
6473,Пудинг шоколадный,125.0
6474,Творог 9%,157.0
6475,Молоко 3.2%,60.0
6476,"Золотой®. Бульонные кубики. Бульон с курицей, брикетированный",251.0
6477,Комильфо Фисташка,582.0
6478,"Nesquik. Какао - напиток быстрорастворимый, обогащенный, для питания детей дошкольного и школьного возраста",388.0
6479,Nescafé® Classic. Натуральный растворимый порошкообразный кофе с добавлением натурального жареного молотого кофе.,128.0
6480,Каша кукурузная безмолочная сухая быстрорастворимая,388.0
6481,Горький шоколад,561.0
6482,Шоколад Россия тёмный с миндалём смотка,529.0
6483,шоколад Россия миндаль изюм смотка,515.0
6484,Молочный шоколад Карамель Арахис,506.0
6485,Шоколад шоколадные пузырьки молочный и белый,542.0
6486,"Шоколад, печенье и вкус мороженного",87.0
6487,Гречневая каша с курагой,427.0
6488,Goodmix батончик,522.0
6489,GoodMix salted peanut оранжевый смотка,123.0
6490,Хрутка Готовый Шоколадный завтрак,369.0
6491,Шарики Хрутка Duo,379.0
6492,"Шоколад молочный, с цельным фундуком",79.0
6493,Приправа томаты базилик чеснок,302.0
6494,"Шоколад с цельным миндалем, вкус меда",74.0
6495,Хрутки Клубника Ваниль Хлопья,383.0
6496,Хлопья овсяные без варки &quot;Быстров&quot;,368.0
6497,Лесные Ягоды,369.0
6498,Каша,365.0
6499,Nuts,530.0
6500,Молочный шоколад с хрустящей вафлей,525.0
6501,Горький шоколад,562.0
6502,Молочный шоколад миндаль и вафля,531.0
6503,Хрустящие Кукурузные Хлопья,373.0
6504,Медовые Хрустящие Кукурузные Хлопья,373.0
6505,Хрустящий Готовый Шоколадный Завтрак,370.0
6506,KitKat Senses taste of Deluxe Cocount,527.0
6507,"Овсянка по-новому. Хлопья овсяные, не трубующие варки, с клубникой и семенами чиа",370.0
6508,Пивной напиток &quot;Балтика безалкогольные пшеничное&quot;,30.0
6509,"Baltika #7 Export lager, 5,4%",45.0
6510,FLASH UP,45.0
6511,Балтика 0,30.0
6512,Энергетик,45.0
6513,Пиво балтика,40.0
6514,Apple Cider,60.0
6515,"Baltik #9 Extra, 8%",60.0
6516,Flash energy original,50.0
6517,«Хайгетсы» Higgets Полуфабрикат растительный замороженный,196.0
6518,HiGGETS наггетсы растительные,196.0
6519,De Olio Вега-Масло Лайм И Масло Авокадо,655.0
6520,Вега-масло с базиликом и маслом оливок,655.0
6521,Йогурт питьевой с манго и киви,68.0
6522,"Йогурт &quot;Hi&quot; Фейхоа, виноград, базилик",80.0
6523,Фрикадельки растительные HiBalls,239.0
6524,Котлеты растительные HiChicken,199.0
6525,Растительный фарш Hi Beef,197.0
6526,Майонез 67% на перепелиных яйцах,610.0
6527,майонез оливковый слобода зелёный маленький,620.0
6528,масло подсолнечное,900.0
6529,Майонез оливковый Слобода,620.0
6530,Сырный соус,550.0
6531,ЦЕЗАРЬ СОУС,550.0
6532,Слобода йогурт вишня,90.0
6533,слобода,899.0
6534,Майонез Слобода,610.0
6535,"Биойогурт Слобода Семейный Завтрак мандарин, мюсли, орехи",114.0
6536,Биойогурт &quot;Слобода&quot; с грушей и злаками,75.0
6537,Растительный фарш классический «Хайбиф» замороженный,197.0
6538,Бисквит ванильный,405.0
6539,Premium lager beer,42.0
6540,Non Alcohol Beer,15.0
6541,бон сан груша стекло,55.0
6542,Energidrikk kokos,20.0
6543,Volt кола черри,15.0
6544,Энергетик Виноград Гуава,20.0
6545,Груша,50.0
6546,Сметана Вологодская с массовой долей жира 15%,160.0
6547,Молоко 2.5% ультрапастеризованное,55.0
6548,Молоко 3.2% ультрапастеризованное,60.0
6549,"Кефир 1,0%",35.0
6550,"Молоко 2,5%",55.0
6551,"Молоко питьевое пастеризованное 3,2%",60.0
6552,Молоко 2.5%,55.0
6553,Хлеб Орловский С Солодом Патокой,230.0
6554,Греческий йогурт,76.0
6555,Мус Творожный,99.0
6556,Greek yogurt,76.0
6557,Творог мягкий,74.8
6558,Soft low-fat cottage cheese,56.6
6559,4600765002583,72.3
6560,Скир яблоко,96.0
6561,Йогурт Греческий С Черникой,101.0
6562,Мусс Творожный &quot;Клубника-банан&quot;,115.2
6563,Ирландский Скир,90.8
6564,Творог Высокобелковый Мягкий «Морковный Пирог»,94.8
6565,Творог Мягкий из Топлёного Молока,102.2
6566,Milk 3.2%,60.0
6567,Йогурт греческий без сахара,76.0
6568,Скир с печеным яблоком,96.0
6569,isey skyr,72.0
6570,"High Protein Bar, Crunchy, Blueberry Muffin",323.0
6571,"High Protein Bar, Crunchy, Cookies & Cappuccino",323.0
6572,Протеиновый батончик,328.33
6573,шоколад темный на сорбите,560.0
6574,Мюсли запечённые тропик микс,420.0
6575,Мука овсяная,380.0
6576,Хлопья 5 злаков,340.0
6577,Хлопья ячменные,350.0
6578,Хлопья овсяные,380.0
6579,Хлопья овсяные с яблоком и клюквой,330.0
6580,Овсяные хлопья Ясно Солнышко без барки,380.0
6581,Хлопья овсяные,380.0
6582,Хлопья рисовые,340.0
6583,Oatmeal,340.0
6584,Каша овсянная ассорти с молоком,350.0
6585,Овсяная Каша С Яблоком,360.0
6586,Овсяная Каша С Черной Смородиной,360.0
6587,блины царские,340.0
6588,Vdokhnoveniye Chocolate,550.0
6589,Шоколад &quot;Люкс&quot;,540.0
6590,Шоколад тёмный с цельным миндалём,560.0
6591,Chocolat 《Babaevskij》 aux noisettes,555.0
6592,Алёнка 100гр в стихах молочная (синяя),570.0
6593,Бабаевский фундук изюм,520.0
6594,Шоколад,560.0
6595,Масло подсолнечное,899.0
6596,Творог с чёрной смородиной 5%,167.8
6597,Оливковый майонез 67%,620.0
6598,Соус для бутербродов,370.0
6599,Сушки Кроха Ванильные,390.0
6600,Сушки Кроха с маком,348.0
6601,Печенье с семенами подсолнечника,473.0
6602,Печенье затяжное с семенами подсолнечника,508.0
6603,Печенье затяжное «Тютельки»,456.0
6604,Whole-wheat &quot;Krokha&quot; bagels (Russian sushki),400.0
6605,Рис Отборный длиннозерный,330.0
6606,Крупа пшено,350.0
6607,Кокос стружкой,660.0
6608,Rice Baldo,340.0
6609,Гречка,336.0
6610,гречка камолино,110.0
6611,Крупа Манная,320.0
6612,Ice tea,35.0
6613,Кефир 1%,37.0
6614,Вафли апельсиновые,540.0
6615,Ряженка нежная,65.0
6616,"Биокефир 1,0%",36.0
6617,молоко,53.0
6618,"Молоко Большая кружка 3,2",60.0
6619,Молоко 1.5%,45.0
6620,Йогурт питьевой натуральный 0.4%,36.0
6621,"Milk 2,5%",53.0
6622,йогурт натуральный черника- ежевика,81.0
6623,Tvorog,101.0
6624,Творог массовая доля жира 5%,120.0
6625,Молоко питьевое,69.0
6626,сметана 10%,115.0
6627,сметана 15%,160.0
6628,Йогурт Персик,121.8
6629,Йогурт безлактозный с клубникой,90.0
6630,Seafood cocktail (Meridian),40.0
6631,4601132001093,110.0
6632,крабовые палочки,95.0
6633,Крабовые палочки (имитация),120.0
6634,Кработые Палочки,85.2
6635,мясо мидий,70.0
6636,Сельдь в масле,200.0
6637,Коктейль из морепродуктов в рассоле,40.0
6638,Крабовые палочки снежный краб,120.0
6639,Клопья кукурузные без сахара,380.0
6640,Хлопья кукурузные без сахара,380.0
6641,Каша 5 Злаков,350.0
6642,Хлеб столичный подовый,222.0
6643,Пюре из яблок и персоков со сливками,65.0
6644,Нектар яблочно-виногрвдный осветленный для детского питания,55.0
6645,Яблоко с мякотью,50.0
6646,Сок томатный &quot;спелый томат&quot;,20.0
6647,Котлеты Домашние,160.0
6648,Мороженое ванильное,150.0
6649,Мороженое пломбир ванильный с крошкой из шоколадной глазури,220.0
6650,Мороженое пломбир 12%,200.0
6651,Эскимо Пломбир,323.0
6652,Молоко 2.5%,55.0
6653,Молоко 3.2%,60.0
6654,Масса творожная с курагой,310.0
6655,нектар яблоко осветленный,45.0
6656,Томатный сок,20.0
6657,Сок апельсин,40.0
6658,сок global Village вишня,55.0
6659,Сок томатный,20.0
6660,Сок мультифруктовый восстановительный,50.0
6661,сок Сочная долина яблоко,40.0
6662,Нектар яблочно-виноградный осветлённый,45.0
6663,Булочки Из Пшеничной Муки С Кунжутом,270.0
6664,Колбаса сырокопченая Пресижн,494.0
6665,Сосиски Сочные,158.0
6666,Батон с отрубями,270.0
6667,"Шоколадница, вафельный торт",221.0
6668,Батон нарезной,265.0
6669,Хлеб Ржаной,230.0
6670,Ржаной край,320.0
6671,Булочка повышенной калорийности с арахисом и изюмом,337.0
6672,вафли коломенские с орехом,490.0
6673,Рулет с маком,380.0
6674,вафли сливочные &quot;Вечерняя тайна&quot;,490.0
6675,Вафли сливочные,500.0
6676,Вафли Коломенские,500.0
6677,Curd and Vanilla Pastry,290.0
6678,Батон Нарезной,260.0
6679,waffle cake,520.0
6680,Хлеб даниловский  ржано-пшеничный в упаковке (нарезанная часть изделия),230.0
6681,Булочка сдобная с яблочной начинкой,330.0
6682,Булочки С Кунжутом,300.0
6683,Expert Style Classic Cola,20.0
6684,Black Cherry,40.0
6685,Арбуз/Гуава,20.0
6686,Фримен со вкусом рома,20.0
6687,Майонез 67%,615.0
6688,Камамбер,239.0
6689,Торт Медовик,500.0
6690,Булочки Для Хот-Дога,230.0
6691,Булочка Для Гамбургера,320.0
6692,парижская бриошь,236.0
6693,Shaslik kurinis s kartofilem,644.0
6694,Салат баварский с ветчиной,200.0
6695,Онигири с красной рыбой спайси,280.0
6696,Онигири с тунцом и кунжутом,220.0
6697,Котлета жареная из куриного филе с макаронами,230.0
6698,Мороженое Брауни,190.0
6699,Мокко-миндаль,240.0
6700,Мороженое BR сливки с печеньем,250.0
6701,Chocolate & Coconut Popcorn Desert,164.0
6702,Пиво светлое &quot;Охота крепкое&quot;,65.0
6703,Krusovice Svetlé,40.0
6704,Семга слабосолёная,209.0
6705,Напиток сокосодержащий Энергия Фруктов манго-гуава-лайм-личи с мякотью для детского питания «Сокровище Тропиков»,55.2
6706,Сок грейпфрут,45.0
6707,"напиток сокосодержащий из яблок, вишни, чёрной моркови и черешни, осветленный для детского питания &quot;Вишнёвая черешня&quot;",40.0
6708,Алёнка пирожное (крем сливочный),410.0
6709,"Пирожные бисквитные глазированные кондитерской глазурью, прослоенные кремом &quot;Алёнка&quot;",410.0
6710,Майонез провансаль,620.0
6711,Соус Я люблю готовить Пармезан,168.0
6712,Соус Майонезный 30%,300.0
6713,Майонез &quot;Я Люблю Готовить&quot; Классический Провансаль 67%,620.0
6714,Крекер с солью,370.0
6715,Масло горчичное нерафинированное коричневое,898.0
6716,вареная ветчина из индейки,122.0
6717,Колбаса ливерная с яйцом,244.0
6718,100% pompelmo,40.0
6719,Ананасовый сок 100%,46.0
6720,4601662000320,336.0
6721,Parma lay,35.0
6722,Сокосодержащий напиток из красного винограда Santal осветлённый,57.0
6723,Молоко ультрапастеризованное 3.5%,62.0
6724,Творожная масса с изюмом,157.0
6725,молоко безлактозное parmalat comfort,47.0
6726,Молоко без лактозы 1.8%,47.0
6727,4601662006339,81.0
6728,4601662006537,73.0
6729,parmalat,87.0
6730,4601662007633,79.0
6731,4601662009132,110.0
6732,Молоко Protein,55.0
6733,Кетчуп,70.0
6734,Бургер соус,440.0
6735,Heinz Грушево-горчичный соус,140.0
6736,Томатный кетчуп,110.0
6737,Кетчуп итальянский,110.0
6738,Майонез классический Хайнц,620.0
6739,HEINZ Томатный Кетчуп,110.0
6740,Кетчуп ОСТРЫЙ  Heinz,110.0
6741,Кетчуп,110.0
6742,Кетчуп супер острый,110.0
6743,Кетчуп С Горчицей,110.0
6744,острый кетчуп,110.0
6745,Сырный Соус,450.0
6746,Соус барбекю,120.0
6747,Соус чесночный,390.0
6748,Цезарь,440.0
6749,Брусничный соус для мяса,210.0
6750,Heinz Баффало острый,140.0
6751,Кетчуп Супер-острый,70.0
6752,Батон «Звездный» нарезанный В Упаковке,271.0
6753,хелб,287.0
6754,Хлеб стройный рецепт,260.0
6755,Хлеб Тостовый,266.0
6756,Пирожки С Капустой И Яйцом,275.0
6757,Ватрушка с творогом,380.0
6758,Хлеб Бородинский,200.0
6759,Батон Нарезной,270.0
6760,Eco botanica,200.0
6761,Тульский пряник с фруктовой начинкой,370.0
6762,Тульский пряник с апельсиновой начинкой корицей и цукатами,370.0
6763,Тульский пояник с лимонной начинкой и ароматом мяты,370.0
6764,Печенье сдобное цельнозерновое,420.0
6765,Молоко Цельное Сгущённое с Сахаром,330.0
6766,Варенка вологодская,330.0
6767,"Кефир 3,2%",56.8
6768,Творожный сырок со сгущеным молоком,398.0
6769,йогурт &quot;Фруате&quot;,73.0
6770,Йогурт с черникой,78.7
6771,"Молоко 2,5%",53.3
6772,Natura,340.0
6773,Йогурт с клубникой,93.7
6774,Питьевой йогурт с клюквой,77.1
6775,Сливки 20%,206.0
6776,Творог 9%,157.0
6777,Сливки Вкуснотеево 33%,322.0
6778,Вкуснотеево обезжиренный,77.2
6779,Фруате йогурт манго и маракуйей,75.0
6780,Творог 5%,121.0
6781,Микс 4 Сыра,343.3
6782,Сыр сливочный Natura,340.0
6783,4601751025869,83.2
6784,Йогурт С Черникой,83.2
6785,Молоко безлактозное,43.5
6786,Биойогурт,45.0
6787,Творог со сливками земляника,140.0
6788,Творог со сливками «персик-маракуйя»,141.2
6789,Творог со сливками «черника,140.4
6790,Макароны &quot;Улитка&quot;,342.0
6791,Макароны &quot;Макфа&quot;,350.0
6792,Ракушки,342.0
6793,Макароны &quot;Витки&quot;,342.0
6794,Long-grain rice (Makfa),333.0
6795,Рис круглозерный,333.0
6796,Рис обработанный паром,333.0
6797,Пшено крупа,342.0
6798,Хлопья овсяные,367.0
6799,Макароны спирали Станичные,366.0
6800,Campanelle,346.0
6801,изделия макаронные &quot;Триколлини&quot; спирали,367.0
6802,Макароны Триколлини,367.0
6803,Мука овсяная,391.0
6804,Яичные спагетти,372.0
6805,Spaghetti,346.0
6806,Макароны Фузилли,346.0
6807,funghetti,346.0
6808,Торт &quot;Медовик&quot;,460.0
6809,Батон Нарезной нарезанный,265.0
6810,Рулет с маком и изюмом,350.0
6811,хлеб Дарницкий,200.0
6812,Хлеб Зерновик,300.0
6813,Хлеб столичный,222.0
6814,Батон Нарезной,260.0
6815,Slavnaya Rozh,240.0
6816,Хлопья овсяные отборные,380.0
6817,Экстра Овсяные хлопья клинские,380.0
6818,Варенье,270.0
